lambda (nm), TOA Flux (W/m2/nm)
40075,9.805652e-07
40125,9.75686e-07
40175,9.708383e-07
40225,9.660583e-07
40275,9.612806e-07
40325,9.565182e-07
40375,9.518316e-07
40425,9.471553e-07
40475,9.424831e-07
40525,9.378808e-07
40575,9.33304e-07
40625,9.287273e-07
40675,9.241916e-07
40725,9.196985e-07
40775,9.152054e-07
40825,9.107324e-07
40875,9.063235e-07
40925,9.019193e-07
40975,8.975202e-07
41025,8.931886e-07
41075,8.888782e-07
41125,8.845677e-07
41175,8.80293e-07
41225,8.760611e-07
41275,8.718292e-07
41325,8.676112e-07
41375,8.634613e-07
41425,8.593204e-07
41475,8.551802e-07
41525,8.510908e-07
41575,8.470333e-07
41625,8.429759e-07
41675,8.38938e-07
41725,8.349638e-07
41775,8.309944e-07
41825,8.270262e-07
41875,8.231058e-07
41925,8.192102e-07
41975,8.153147e-07
42025,8.11438e-07
42075,8.076228e-07
42125,8.038125e-07
42175,8.000027e-07
42225,7.962404e-07
42275,7.925087e-07
42325,7.88777e-07
42375,7.850564e-07
42425,7.813925e-07
42475,7.777365e-07
42525,7.740805e-07
42575,7.704602e-07
42625,7.668854e-07
42675,7.633108e-07
42725,7.597397e-07
42775,7.562254e-07
42825,7.527307e-07
42875,7.49236e-07
42925,7.457546e-07
42975,7.423224e-07
43025,7.388948e-07
43075,7.354671e-07
43125,7.32073e-07
43175,7.287225e-07
43225,7.253722e-07
43275,7.220233e-07
43325,7.187205e-07
43375,7.1544e-07
43425,7.121596e-07
43475,7.088856e-07
43525,7.056631e-07
43575,7.024515e-07
43625,6.992399e-07
43675,6.96042e-07
43725,6.928937e-07
43775,6.897497e-07
43825,6.866057e-07
43875,6.834834e-07
43925,6.804048e-07
43975,6.773275e-07
44025,6.742501e-07
44075,6.712044e-07
44125,6.681982e-07
44175,6.651921e-07
44225,6.621862e-07
44275,6.592151e-07
44325,6.562733e-07
44375,6.533315e-07
44425,6.503902e-07
44475,6.474895e-07
44525,6.446155e-07
44575,6.417416e-07
44625,6.388682e-07
44675,6.360301e-07
44725,6.332128e-07
44775,6.303955e-07
44825,6.275788e-07
44875,6.248e-07
44925,6.22044e-07
44975,6.192879e-07
45025,6.165321e-07
45075,6.138144e-07
45125,6.111229e-07
45175,6.084313e-07
45225,6.057397e-07
45275,6.030817e-07
45325,6.004545e-07
45375,5.978272e-07
45425,5.951999e-07
45475,5.925984e-07
45525,5.900331e-07
45575,5.87468e-07
45625,5.84903e-07
45675,5.823529e-07
45725,5.798383e-07
45775,5.773253e-07
45825,5.748122e-07
45875,5.723082e-07
45925,5.698461e-07
45975,5.673892e-07
46025,5.649323e-07
46075,5.624785e-07
46125,5.600641e-07
46175,5.576613e-07
46225,5.552586e-07
46275,5.52856e-07
46325,5.504842e-07
46375,5.481358e-07
46425,5.457873e-07
46475,5.434388e-07
46525,5.411057e-07
46575,5.388081e-07
46625,5.36512e-07
46675,5.342158e-07
46725,5.319246e-07
46775,5.296752e-07
46825,5.274352e-07
46875,5.251952e-07
46925,5.229553e-07
46975,5.207421e-07
47025,5.185526e-07
47075,5.16363e-07
47125,5.141734e-07
47175,5.119937e-07
47225,5.09854e-07
47275,5.077185e-07
47325,5.05583e-07
47375,5.03448e-07
47425,5.013427e-07
47475,4.992556e-07
47525,4.971685e-07
47575,4.950813e-07
47625,4.930033e-07
47675,4.909605e-07
47725,4.889212e-07
47775,4.868818e-07
47825,4.848425e-07
47875,4.828298e-07
47925,4.808379e-07
47975,4.78846e-07
48025,4.768541e-07
48075,4.748676e-07
48125,4.729189e-07
48175,4.709776e-07
48225,4.690363e-07
48275,4.670949e-07
48325,4.651689e-07
48375,4.632727e-07
48425,4.613773e-07
48475,4.594819e-07
48525,4.575869e-07
48575,4.557193e-07
48625,4.53869e-07
48675,4.520186e-07
48725,4.501683e-07
48775,4.483213e-07
48825,4.465073e-07
48875,4.447016e-07
48925,4.428958e-07
48975,4.4109e-07
49025,4.392924e-07
49075,4.375273e-07
49125,4.357656e-07
49175,4.340038e-07
49225,4.322421e-07
49275,4.304934e-07
49325,4.287739e-07
49375,4.270554e-07
49425,4.253369e-07
49475,4.236184e-07
49525,4.219172e-07
49575,4.202409e-07
49625,4.185648e-07
49675,4.168887e-07
49725,4.152126e-07
49775,4.135564e-07
49825,4.119223e-07
49875,4.102881e-07
49925,4.086539e-07
49975,4.070197e-07
50025,4.054043e-07
50075,4.038076e-07
50125,4.02211e-07
50175,4.006143e-07
50225,3.990176e-07
50275,3.974402e-07
50325,3.958839e-07
50375,3.943276e-07
50425,3.927714e-07
50475,3.912151e-07
50525,3.896751e-07
50575,3.881587e-07
50625,3.866425e-07
50675,3.851264e-07
50725,3.836102e-07
50775,3.821048e-07
50825,3.806236e-07
50875,3.791434e-07
50925,3.776632e-07
50975,3.76183e-07
51025,3.747096e-07
51075,3.732649e-07
51125,3.718233e-07
51175,3.703818e-07
51225,3.689402e-07
51275,3.675009e-07
51325,3.660871e-07
51375,3.646803e-07
51425,3.632736e-07
51475,3.618669e-07
51525,3.604603e-07
51575,3.59075e-07
51625,3.577059e-07
51675,3.563368e-07
51725,3.549677e-07
51775,3.535987e-07
51825,3.522394e-07
51875,3.509059e-07
51925,3.495737e-07
51975,3.482415e-07
52025,3.469093e-07
52075,3.455789e-07
52125,3.442724e-07
52175,3.429733e-07
52225,3.416741e-07
52275,3.403749e-07
52325,3.390757e-07
52375,3.377903e-07
52425,3.365263e-07
52475,3.352626e-07
52525,3.339988e-07
52575,3.327351e-07
52625,3.314736e-07
52675,3.302356e-07
52725,3.29004e-07
52775,3.277725e-07
52825,3.265409e-07
52875,3.253094e-07
52925,3.240879e-07
52975,3.228873e-07
53025,3.216874e-07
53075,3.204874e-07
53125,3.192875e-07
53175,3.18088e-07
53225,3.169085e-07
53275,3.157397e-07
53325,3.145709e-07
53375,3.134022e-07
53425,3.122334e-07
53475,3.110682e-07
53525,3.099259e-07
53575,3.087877e-07
53625,3.076494e-07
53675,3.065112e-07
53725,3.05373e-07
53775,3.042428e-07
53825,3.031337e-07
53875,3.020257e-07
53925,3.009177e-07
53975,2.998097e-07
54025,2.987017e-07
54075,2.976062e-07
54125,2.965276e-07
54175,2.954492e-07
54225,2.943707e-07
54275,2.932922e-07
54325,2.922138e-07
54375,2.91151e-07
54425,2.901014e-07
54475,2.890518e-07
54525,2.880022e-07
54575,2.869526e-07
54625,2.859031e-07
54675,2.848703e-07
54725,2.838488e-07
54775,2.828273e-07
54825,2.818058e-07
54875,2.807843e-07
54925,2.79763e-07
54975,2.787578e-07
55025,2.777637e-07
55075,2.767697e-07
55125,2.757756e-07
55175,2.747816e-07
55225,2.737876e-07
55275,2.728078e-07
55325,2.718408e-07
55375,2.708738e-07
55425,2.699069e-07
55475,2.689399e-07
55525,2.679729e-07
55575,2.670164e-07
55625,2.660757e-07
55675,2.651352e-07
55725,2.641947e-07
55775,2.632541e-07
55825,2.623136e-07
55875,2.61379e-07
55925,2.604629e-07
55975,2.59548e-07
56025,2.586332e-07
56075,2.577183e-07
56125,2.568035e-07
56175,2.558907e-07
56225,2.549966e-07
56275,2.541071e-07
56325,2.532175e-07
56375,2.52328e-07
56425,2.514384e-07
56475,2.505489e-07
56525,2.496731e-07
56575,2.488083e-07
56625,2.479435e-07
56675,2.470787e-07
56725,2.462139e-07
56775,2.453491e-07
56825,2.444892e-07
56875,2.43647e-07
56925,2.428064e-07
56975,2.419658e-07
57025,2.411252e-07
57075,2.402846e-07
57125,2.394442e-07
57175,2.386185e-07
57225,2.378014e-07
57275,2.369843e-07
57325,2.361672e-07
57375,2.353501e-07
57425,2.34533e-07
57475,2.337197e-07
57525,2.329237e-07
57575,2.321297e-07
57625,2.313358e-07
57675,2.305418e-07
57725,2.297479e-07
57775,2.28954e-07
57825,2.281697e-07
57875,2.273981e-07
57925,2.266266e-07
57975,2.25855e-07
58025,2.250835e-07
58075,2.24312e-07
58125,2.235409e-07
58175,2.227845e-07
58225,2.220351e-07
58275,2.212856e-07
58325,2.205361e-07
58375,2.197866e-07
58425,2.190371e-07
58475,2.182895e-07
58525,2.175578e-07
58575,2.168299e-07
58625,2.161021e-07
58675,2.153742e-07
58725,2.146463e-07
58775,2.139184e-07
58825,2.131935e-07
58875,2.124843e-07
58925,2.117775e-07
58975,2.110706e-07
59025,2.103638e-07
59075,2.09657e-07
59125,2.089501e-07
59175,2.082466e-07
59225,2.075583e-07
59275,2.068718e-07
59325,2.061854e-07
59375,2.05499e-07
59425,2.048126e-07
59475,2.041262e-07
59525,2.034425e-07
59575,2.027739e-07
59625,2.021075e-07
59675,2.014412e-07
59725,2.007749e-07
59775,2.001085e-07
59825,1.994422e-07
59875,1.987774e-07
59925,1.981271e-07
59975,1.974804e-07
60025,1.968337e-07
60075,1.96187e-07
60125,1.955403e-07
60175,1.948935e-07
60225,1.942471e-07
60275,1.936132e-07
60325,1.929857e-07
60375,1.923582e-07
60425,1.917307e-07
60475,1.911032e-07
60525,1.904757e-07
60575,1.898482e-07
60625,1.892278e-07
60675,1.886187e-07
60725,1.880098e-07
60775,1.874008e-07
60825,1.867919e-07
60875,1.861829e-07
60925,1.85574e-07
60975,1.849672e-07
61025,1.843741e-07
61075,1.837834e-07
61125,1.831926e-07
61175,1.826019e-07
61225,1.820112e-07
61275,1.814205e-07
61325,1.808298e-07
61375,1.80248e-07
61425,1.79675e-07
61475,1.791019e-07
61525,1.785289e-07
61575,1.779559e-07
61625,1.773828e-07
61675,1.768098e-07
61725,1.762384e-07
61775,1.756799e-07
61825,1.751242e-07
61875,1.745686e-07
61925,1.740129e-07
61975,1.734572e-07
62025,1.729016e-07
62075,1.723459e-07
62125,1.717952e-07
62175,1.71256e-07
62225,1.707173e-07
62275,1.701787e-07
62325,1.6964e-07
62375,1.691013e-07
62425,1.685626e-07
62475,1.680239e-07
62525,1.674935e-07
62575,1.669713e-07
62625,1.664491e-07
62675,1.65927e-07
62725,1.654048e-07
62775,1.648827e-07
62825,1.643605e-07
62875,1.638385e-07
62925,1.633264e-07
62975,1.628203e-07
63025,1.623141e-07
63075,1.61808e-07
63125,1.613018e-07
63175,1.607957e-07
63225,1.602895e-07
63275,1.597836e-07
63325,1.592879e-07
63375,1.587975e-07
63425,1.583071e-07
63475,1.578168e-07
63525,1.573264e-07
63575,1.56836e-07
63625,1.563456e-07
63675,1.558553e-07
63725,1.553743e-07
63775,1.548993e-07
63825,1.544242e-07
63875,1.539492e-07
63925,1.534742e-07
63975,1.529991e-07
64025,1.525241e-07
64075,1.520491e-07
64125,1.515807e-07
64175,1.511206e-07
64225,1.506606e-07
64275,1.502005e-07
64325,1.497404e-07
64375,1.492803e-07
64425,1.488202e-07
64475,1.483601e-07
64525,1.479034e-07
64575,1.47457e-07
64625,1.470114e-07
64675,1.465657e-07
64725,1.461201e-07
64775,1.456745e-07
64825,1.452289e-07
64875,1.447832e-07
64925,1.443382e-07
64975,1.439033e-07
65025,1.434719e-07
65075,1.430405e-07
65125,1.42609e-07
65175,1.421776e-07
65225,1.417462e-07
65275,1.413147e-07
65325,1.408833e-07
65375,1.404564e-07
65425,1.400384e-07
65475,1.396207e-07
65525,1.39203e-07
65575,1.387853e-07
65625,1.383676e-07
65675,1.379499e-07
65725,1.375322e-07
65775,1.371148e-07
65825,1.367064e-07
65875,1.363022e-07
65925,1.35898e-07
65975,1.354937e-07
66025,1.350895e-07
66075,1.346853e-07
66125,1.342811e-07
66175,1.338768e-07
66225,1.334742e-07
66275,1.330814e-07
66325,1.326902e-07
66375,1.32299e-07
66425,1.319078e-07
66475,1.315166e-07
66525,1.311254e-07
66575,1.307343e-07
66625,1.303431e-07
66675,1.299547e-07
66725,1.295756e-07
66775,1.291973e-07
66825,1.288189e-07
66875,1.284405e-07
66925,1.280621e-07
66975,1.276837e-07
67025,1.273054e-07
67075,1.26927e-07
67125,1.265518e-07
67175,1.261854e-07
67225,1.258195e-07
67275,1.254536e-07
67325,1.250877e-07
67375,1.247218e-07
67425,1.243559e-07
67475,1.2399e-07
67525,1.236241e-07
67575,1.232608e-07
67625,1.229062e-07
67675,1.225524e-07
67725,1.221987e-07
67775,1.218449e-07
67825,1.214911e-07
67875,1.211373e-07
67925,1.207835e-07
67975,1.204297e-07
68025,1.200771e-07
68075,1.197334e-07
68125,1.193914e-07
68175,1.190494e-07
68225,1.187074e-07
68275,1.183654e-07
68325,1.180234e-07
68375,1.176814e-07
68425,1.173394e-07
68475,1.169975e-07
68525,1.166627e-07
68575,1.163321e-07
68625,1.160016e-07
68675,1.156711e-07
68725,1.153406e-07
68775,1.1501e-07
68825,1.146795e-07
68875,1.14349e-07
68925,1.140185e-07
68975,1.136906e-07
69025,1.133706e-07
69075,1.130512e-07
69125,1.127317e-07
69175,1.124123e-07
69225,1.120928e-07
69275,1.117734e-07
69325,1.11454e-07
69375,1.111345e-07
69425,1.108151e-07
69475,1.105023e-07
69525,1.101937e-07
69575,1.098851e-07
69625,1.095765e-07
69675,1.09268e-07
69725,1.089594e-07
69775,1.086508e-07
69825,1.083422e-07
69875,1.080337e-07
69925,1.077259e-07
69975,1.074259e-07
70025,1.071278e-07
70075,1.068297e-07
70125,1.065317e-07
70175,1.062336e-07
70225,1.059355e-07
70275,1.056374e-07
70325,1.053393e-07
70375,1.050412e-07
70425,1.047446e-07
70475,1.044557e-07
70525,1.041679e-07
70575,1.0388e-07
70625,1.035921e-07
70675,1.033042e-07
70725,1.030164e-07
70775,1.027285e-07
70825,1.024406e-07
70875,1.021527e-07
70925,1.018664e-07
70975,1.015876e-07
71025,1.013097e-07
71075,1.010319e-07
71125,1.00754e-07
71175,1.004761e-07
71225,1.001982e-07
71275,9.992038e-08
71325,9.964252e-08
71375,9.936465e-08
71425,9.908767e-08
71475,9.881794e-08
71525,9.854978e-08
71575,9.828163e-08
71625,9.801348e-08
71675,9.774533e-08
71725,9.747718e-08
71775,9.720902e-08
71825,9.694087e-08
71875,9.667272e-08
71925,9.640468e-08
71975,9.614256e-08
72025,9.588383e-08
72075,9.56251e-08
72125,9.536637e-08
72175,9.510765e-08
72225,9.484893e-08
72275,9.45902e-08
72325,9.433148e-08
72375,9.407275e-08
72425,9.381402e-08
72475,9.355771e-08
72525,9.330781e-08
72575,9.305826e-08
72625,9.280871e-08
72675,9.255916e-08
72725,9.230961e-08
72775,9.206006e-08
72825,9.181051e-08
72875,9.156097e-08
72925,9.131142e-08
72975,9.106196e-08
73025,9.081803e-08
73075,9.057732e-08
73125,9.033661e-08
73175,9.00959e-08
73225,8.985519e-08
73275,8.961448e-08
73325,8.937377e-08
73375,8.913306e-08
73425,8.889235e-08
73475,8.865164e-08
73525,8.841166e-08
73575,8.81781e-08
73625,8.794605e-08
73675,8.771399e-08
73725,8.748194e-08
73775,8.724988e-08
73825,8.701782e-08
73875,8.678577e-08
73925,8.655371e-08
73975,8.632166e-08
74025,8.60896e-08
74075,8.585867e-08
74125,8.563403e-08
74175,8.541038e-08
74225,8.518672e-08
74275,8.496306e-08
74325,8.47394e-08
74375,8.451574e-08
74425,8.429208e-08
74475,8.406842e-08
74525,8.384476e-08
74575,8.36211e-08
74625,8.339831e-08
74675,8.318158e-08
74725,8.296603e-08
74775,8.275047e-08
74825,8.253492e-08
74875,8.231937e-08
74925,8.210381e-08
74975,8.188826e-08
75025,8.16727e-08
75075,8.145715e-08
75125,8.124159e-08
75175,8.102627e-08
75225,8.081636e-08
75275,8.060874e-08
75325,8.040112e-08
75375,8.01935e-08
75425,7.998588e-08
75475,7.977826e-08
75525,7.957064e-08
75575,7.936302e-08
75625,7.91554e-08
75675,7.894778e-08
75725,7.874016e-08
75775,7.853531e-08
75825,7.833528e-08
75875,7.813534e-08
75925,7.79354e-08
75975,7.773546e-08
76025,7.753553e-08
76075,7.733559e-08
76125,7.713565e-08
76175,7.693571e-08
76225,7.673578e-08
76275,7.653584e-08
76325,7.63362e-08
76375,7.61418e-08
76425,7.594931e-08
76475,7.575682e-08
76525,7.556433e-08
76575,7.537184e-08
76625,7.517935e-08
76675,7.498686e-08
76725,7.479437e-08
76775,7.460189e-08
76825,7.44094e-08
76875,7.421691e-08
76925,7.402546e-08
76975,7.383944e-08
77025,7.365418e-08
77075,7.346892e-08
77125,7.328367e-08
77175,7.309841e-08
77225,7.291315e-08
77275,7.272789e-08
77325,7.254263e-08
77375,7.235737e-08
77425,7.217211e-08
77475,7.198685e-08
77525,7.18029e-08
77575,7.162407e-08
77625,7.144578e-08
77675,7.126747e-08
77725,7.108917e-08
77775,7.091087e-08
77825,7.073257e-08
77875,7.055426e-08
77925,7.037597e-08
77975,7.019766e-08
78025,7.001936e-08
78075,6.984106e-08
78125,6.966361e-08
78175,6.949126e-08
78225,6.931976e-08
78275,6.914826e-08
78325,6.897675e-08
78375,6.880526e-08
78425,6.863375e-08
78475,6.846226e-08
78525,6.829075e-08
78575,6.811926e-08
78625,6.794775e-08
78675,6.777625e-08
78725,6.760488e-08
78775,6.743784e-08
78825,6.727292e-08
78875,6.7108e-08
78925,6.694308e-08
78975,6.677816e-08
79025,6.661325e-08
79075,6.644833e-08
79125,6.628341e-08
79175,6.611849e-08
79225,6.595357e-08
79275,6.578865e-08
79325,6.562373e-08
79375,6.546037e-08
79425,6.530154e-08
79475,6.514301e-08
79525,6.498448e-08
79575,6.482594e-08
79625,6.46674e-08
79675,6.450887e-08
79725,6.435033e-08
79775,6.419179e-08
79825,6.403326e-08
79875,6.387472e-08
79925,6.371619e-08
79975,6.355765e-08
80025,6.340221e-08
80075,6.324988e-08
80125,6.309754e-08
80175,6.29452e-08
80225,6.279286e-08
80275,6.264052e-08
80325,6.248818e-08
80375,6.233584e-08
80425,6.21835e-08
80475,6.203116e-08
80525,6.187881e-08
80575,6.172647e-08
80625,6.157416e-08
80675,6.142535e-08
80725,6.127897e-08
80775,6.113259e-08
80825,6.09862e-08
80875,6.083982e-08
80925,6.069344e-08
80975,6.054705e-08
81025,6.040067e-08
81075,6.025429e-08
81125,6.01079e-08
81175,5.996151e-08
81225,5.981514e-08
81275,5.966875e-08
81325,5.952517e-08
81375,5.938458e-08
81425,5.924399e-08
81475,5.91034e-08
81525,5.89628e-08
81575,5.882221e-08
81625,5.868162e-08
81675,5.854103e-08
81725,5.840044e-08
81775,5.825985e-08
81825,5.811926e-08
81875,5.797866e-08
81925,5.783807e-08
81975,5.769867e-08
82025,5.756332e-08
82075,5.742829e-08
82125,5.729326e-08
82175,5.715824e-08
82225,5.702321e-08
82275,5.688818e-08
82325,5.675316e-08
82375,5.661813e-08
82425,5.64831e-08
82475,5.634807e-08
82525,5.621305e-08
82575,5.607802e-08
82625,5.594302e-08
82675,5.581126e-08
82725,5.568166e-08
82775,5.555207e-08
82825,5.542247e-08
82875,5.529287e-08
82925,5.516328e-08
82975,5.503368e-08
83025,5.490408e-08
83075,5.477449e-08
83125,5.464489e-08
83175,5.451529e-08
83225,5.438569e-08
83275,5.425609e-08
83325,5.412679e-08
83375,5.400128e-08
83425,5.387695e-08
83475,5.375261e-08
83525,5.362827e-08
83575,5.350393e-08
83625,5.337959e-08
83675,5.325526e-08
83725,5.313092e-08
83775,5.300658e-08
83825,5.288224e-08
83875,5.27579e-08
83925,5.263357e-08
83975,5.250923e-08
84025,5.238516e-08
84075,5.226476e-08
84125,5.21455e-08
84175,5.202624e-08
84225,5.190698e-08
84275,5.178773e-08
84325,5.166847e-08
84375,5.154921e-08
84425,5.142995e-08
84475,5.131069e-08
84525,5.119144e-08
84575,5.107218e-08
84625,5.095292e-08
84675,5.083366e-08
84725,5.071442e-08
84775,5.059802e-08
84825,5.048368e-08
84875,5.036934e-08
84925,5.0255e-08
84975,5.014066e-08
85025,5.002633e-08
85075,4.991199e-08
85125,4.979765e-08
85175,4.968331e-08
85225,4.956897e-08
85275,4.945463e-08
85325,4.934029e-08
85375,4.922596e-08
85425,4.911162e-08
85475,4.899813e-08
85525,4.888817e-08
85575,4.87786e-08
85625,4.866902e-08
85675,4.855945e-08
85725,4.844988e-08
85775,4.83403e-08
85825,4.823073e-08
85875,4.812116e-08
85925,4.801158e-08
85975,4.790201e-08
86025,4.779243e-08
86075,4.768286e-08
86125,4.757328e-08
86175,4.746371e-08
86225,4.735583e-08
86275,4.725078e-08
86325,4.714577e-08
86375,4.704076e-08
86425,4.693576e-08
86475,4.683075e-08
86525,4.672574e-08
86575,4.662073e-08
86625,4.651573e-08
86675,4.641072e-08
86725,4.630571e-08
86775,4.62007e-08
86825,4.60957e-08
86875,4.599069e-08
86925,4.588568e-08
86975,4.578235e-08
87025,4.568174e-08
87075,4.558117e-08
87125,4.548059e-08
87175,4.538002e-08
87225,4.527945e-08
87275,4.517888e-08
87325,4.507831e-08
87375,4.497773e-08
87425,4.487716e-08
87475,4.477659e-08
87525,4.467602e-08
87575,4.457544e-08
87625,4.447487e-08
87675,4.43743e-08
87725,4.427453e-08
87775,4.417789e-08
87825,4.408156e-08
87875,4.398524e-08
87925,4.388892e-08
87975,4.37926e-08
88025,4.369627e-08
88075,4.359995e-08
88125,4.350363e-08
88175,4.34073e-08
88225,4.331098e-08
88275,4.321465e-08
88325,4.311833e-08
88375,4.302201e-08
88425,4.292568e-08
88475,4.282938e-08
88525,4.273547e-08
88575,4.264328e-08
88625,4.255109e-08
88675,4.245891e-08
88725,4.236672e-08
88775,4.227453e-08
88825,4.218234e-08
88875,4.209015e-08
88925,4.199797e-08
88975,4.190578e-08
89025,4.181359e-08
89075,4.17214e-08
89125,4.162921e-08
89175,4.153702e-08
89225,4.144484e-08
89275,4.135281e-08
89325,4.12636e-08
89375,4.117542e-08
89425,4.108723e-08
89475,4.099904e-08
89525,4.091085e-08
89575,4.082266e-08
89625,4.073447e-08
89675,4.064628e-08
89725,4.055809e-08
89775,4.04699e-08
89825,4.038171e-08
89875,4.029352e-08
89925,4.020533e-08
89975,4.011714e-08
90025,4.002895e-08
90075,3.994084e-08
90125,3.985525e-08
90175,3.977089e-08
90225,3.968653e-08
90275,3.960217e-08
90325,3.95178e-08
90375,3.943344e-08
90425,3.934908e-08
90475,3.926472e-08
90525,3.918036e-08
90575,3.9096e-08
90625,3.901164e-08
90675,3.892728e-08
90725,3.884292e-08
90775,3.875855e-08
90825,3.867419e-08
90875,3.858983e-08
90925,3.850671e-08
90975,3.842597e-08
91025,3.83453e-08
91075,3.826463e-08
91125,3.818396e-08
91175,3.810329e-08
91225,3.802261e-08
91275,3.794194e-08
91325,3.786127e-08
91375,3.77806e-08
91425,3.769993e-08
91475,3.761926e-08
91525,3.753858e-08
91575,3.745791e-08
91625,3.737724e-08
91675,3.729657e-08
91725,3.721593e-08
91775,3.713751e-08
91825,3.706044e-08
91875,3.698337e-08
91925,3.690629e-08
91975,3.682922e-08
92025,3.675214e-08
92075,3.667507e-08
92125,3.6598e-08
92175,3.652092e-08
92225,3.644385e-08
92275,3.636677e-08
92325,3.62897e-08
92375,3.621263e-08
92425,3.613555e-08
92475,3.605848e-08
92525,3.59814e-08
92575,3.590437e-08
92625,3.58295e-08
92675,3.575589e-08
92725,3.568227e-08
92775,3.560866e-08
92825,3.553505e-08
92875,3.546143e-08
92925,3.538782e-08
92975,3.53142e-08
93025,3.524059e-08
93075,3.516698e-08
93125,3.509337e-08
93175,3.501975e-08
93225,3.494614e-08
93275,3.487253e-08
93325,3.479892e-08
93375,3.47253e-08
93425,3.465169e-08
93475,3.457925e-08
93525,3.45089e-08
93575,3.44386e-08
93625,3.43683e-08
93675,3.4298e-08
93725,3.42277e-08
93775,3.41574e-08
93825,3.40871e-08
93875,3.40168e-08
93925,3.394649e-08
93975,3.387619e-08
94025,3.380589e-08
94075,3.373559e-08
94125,3.366529e-08
94175,3.359499e-08
94225,3.352469e-08
94275,3.345438e-08
94325,3.338415e-08
94375,3.331603e-08
94425,3.324892e-08
94475,3.31818e-08
94525,3.311468e-08
94575,3.304756e-08
94625,3.298045e-08
94675,3.291333e-08
94725,3.284621e-08
94775,3.277909e-08
94825,3.271198e-08
94875,3.264486e-08
94925,3.257774e-08
94975,3.251062e-08
95025,3.244351e-08
95075,3.237639e-08
95125,3.230927e-08
95175,3.224215e-08
95225,3.217512e-08
95275,3.211019e-08
95325,3.204614e-08
95375,3.19821e-08
95425,3.191805e-08
95475,3.185401e-08
95525,3.178996e-08
95575,3.172592e-08
95625,3.166187e-08
95675,3.159783e-08
95725,3.153378e-08
95775,3.146974e-08
95825,3.140569e-08
95875,3.134165e-08
95925,3.12776e-08
95975,3.121356e-08
96025,3.114951e-08
96075,3.108547e-08
96125,3.102142e-08
96175,3.095865e-08
96225,3.089758e-08
96275,3.083651e-08
96325,3.077545e-08
96375,3.071439e-08
96425,3.065333e-08
96475,3.059226e-08
96525,3.05312e-08
96575,3.047014e-08
96625,3.040908e-08
96675,3.034801e-08
96725,3.028695e-08
96775,3.022589e-08
96825,3.016482e-08
96875,3.010376e-08
96925,3.00427e-08
96975,2.998163e-08
97025,2.992057e-08
97075,2.98596e-08
97125,2.980059e-08
97175,2.974238e-08
97225,2.968416e-08
97275,2.962595e-08
97325,2.956773e-08
97375,2.950952e-08
97425,2.94513e-08
97475,2.939309e-08
97525,2.933487e-08
97575,2.927666e-08
97625,2.921844e-08
97675,2.916023e-08
97725,2.910201e-08
97775,2.90438e-08
97825,2.898558e-08
97875,2.892737e-08
97925,2.886915e-08
97975,2.881094e-08
98025,2.875279e-08
98075,2.869646e-08
98125,2.864098e-08
98175,2.85855e-08
98225,2.853002e-08
98275,2.847454e-08
98325,2.841906e-08
98375,2.836358e-08
98425,2.83081e-08
98475,2.825262e-08
98525,2.819714e-08
98575,2.814166e-08
98625,2.808618e-08
98675,2.80307e-08
98725,2.797522e-08
98775,2.791974e-08
98825,2.786426e-08
98875,2.780878e-08
98925,2.77533e-08
98975,2.769782e-08
99025,2.764319e-08
99075,2.759031e-08
99125,2.753748e-08
99175,2.748465e-08
99225,2.743183e-08
99275,2.7379e-08
99325,2.732617e-08
99375,2.727334e-08
99425,2.722051e-08
99475,2.716768e-08
99525,2.711486e-08
99575,2.706203e-08
99625,2.70092e-08
99675,2.695637e-08
99725,2.690354e-08
99775,2.685072e-08
99825,2.679789e-08
99875,2.674506e-08
99925,2.669223e-08
99975,2.66394e-08
